Microsoft Windows [Version 10.0.17763.4737]
(c) 2018 Microsoft Corporation. All rights reserved.

C:\Users\ncadmin>netstat -a

Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    10.170.3.136:60291     a1370dc23e25e46ce:https  ESTABLISHED
  TCP    10.170.3.136:60298     mhdc01a:49671          TIME_WAIT
  TCP    10.170.3.136:60299     MHPNCSQL01:50320       TIME_WAIT
  TCP    10.170.3.136:60303     MHPNCSQL01:ms-sql-s    ESTABLISHED
  TCP    10.170.3.136:60304     MHPNCSQL01:ms-sql-s    ESTABLISHED
  TCP    10.170.3.136:60305     MHPNCSQL01:ms-sql-s    ESTABLISHED
  TCP    10.170.3.136:60320     MHBigFix:52311         TIME_WAIT
  TCP    10.170.3.136:60328     MHPNCSQL01:epmap       TIME_WAIT
  TCP    10.170.3.136:62706     193:https              ESTABLISHED
  TCP    10.170.3.136:62838     MHPNCSQL01:ms-sql-s    ESTABLISHED
  TCP    10.170.3.136:63666     MHPNCBRAPP01:46555     ESTABLISHED
  TCP    10.170.3.136:63667     MHPNCRTLS1:2000        ESTABLISHED
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60263     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60264     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60266     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60267     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60270     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60271     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60273     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60275     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60292     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60293     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60295     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60297     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60301     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60302     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60309     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60311     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60313     FIN_WAIT_2
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60314     FIN_WAIT_2
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60315     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60316     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60318     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60322     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60324     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60327     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60329     TIME_WAIT
  TCP    127.0.0.1:1947         MHPNCBRAPP01:60330     TIME_WAIT
  TCP    127.0.0.1:5939         MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:7980         MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50199     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50201     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50202     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50203     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50207     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:50208     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:55520     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:55521     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:55522     ESTABLISHED
  TCP    127.0.0.1:9001         MHPNCBRAPP01:55533     ESTABLISHED
  TCP    127.0.0.1:9220         MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:9220         MHPNCBRAPP01:55143     ESTABLISHED
  TCP    127.0.0.1:10556        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:10556        MHPNCBRAPP01:52438     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52457     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52475     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52484     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52493     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52502     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52511     ESTABLISHED
  TCP    127.0.0.1:10560        MHPNCBRAPP01:52529     ESTABLISHED
  TCP    127.0.0.1:18005        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:30972        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:39378        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:40270        MHPNCBRAPP01:0         LISTENING
  TCP    127.0.0.1:49730        MHPNCBRAPP01:49731     ESTABLISHED
  TCP    127.0.0.1:49731        MHPNCBRAPP01:49730     ESTABLISHED
  TCP    127.0.0.1:49732        MHPNCBRAPP01:49733     ESTABLISHED
  TCP    127.0.0.1:49733        MHPNCBRAPP01:49732     ESTABLISHED
  TCP    127.0.0.1:49734        MHPNCBRAPP01:49735     ESTABLISHED
  TCP    127.0.0.1:49735        MHPNCBRAPP01:49734     ESTABLISHED
  TCP    127.0.0.1:49736        MHPNCBRAPP01:49737     ESTABLISHED
  TCP    127.0.0.1:49737        MHPNCBRAPP01:49736     ESTABLISHED
  TCP    127.0.0.1:50199        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50201        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50202        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50203        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50207        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50208        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:50240        MHPNCBRAPP01:50241     ESTABLISHED
  TCP    127.0.0.1:50241        MHPNCBRAPP01:50240     ESTABLISHED
  TCP    127.0.0.1:50306        MHPNCBRAPP01:50307     ESTABLISHED
  TCP    127.0.0.1:50307        MHPNCBRAPP01:50306     ESTABLISHED
  TCP    127.0.0.1:50308        MHPNCBRAPP01:50309     ESTABLISHED
  TCP    127.0.0.1:50309        MHPNCBRAPP01:50308     ESTABLISHED
  TCP    127.0.0.1:50310        MHPNCBRAPP01:50311     ESTABLISHED
  TCP    127.0.0.1:50311        MHPNCBRAPP01:50310     ESTABLISHED
  TCP    127.0.0.1:50312        MHPNCBRAPP01:50313     ESTABLISHED
  TCP    127.0.0.1:50313        MHPNCBRAPP01:50312     ESTABLISHED
  TCP    127.0.0.1:52438        MHPNCBRAPP01:10556     ESTABLISHED
  TCP    127.0.0.1:52439        MHPNCBRAPP01:52440     ESTABLISHED
  TCP    127.0.0.1:52440        MHPNCBRAPP01:52439     ESTABLISHED
  TCP    127.0.0.1:52441        MHPNCBRAPP01:52442     ESTABLISHED
  TCP    127.0.0.1:52442        MHPNCBRAPP01:52441     ESTABLISHED
  TCP    127.0.0.1:52443        MHPNCBRAPP01:52444     ESTABLISHED
  TCP    127.0.0.1:52444        MHPNCBRAPP01:52443     ESTABLISHED
  TCP    127.0.0.1:52445        MHPNCBRAPP01:52446     ESTABLISHED
  TCP    127.0.0.1:52446        MHPNCBRAPP01:52445     ESTABLISHED
  TCP    127.0.0.1:52447        MHPNCBRAPP01:52448     ESTABLISHED
  TCP    127.0.0.1:52448        MHPNCBRAPP01:52447     ESTABLISHED
  TCP    127.0.0.1:52449        MHPNCBRAPP01:52450     ESTABLISHED
  TCP    127.0.0.1:52450        MHPNCBRAPP01:52449     ESTABLISHED
  TCP    127.0.0.1:52451        MHPNCBRAPP01:52452     ESTABLISHED
  TCP    127.0.0.1:52452        MHPNCBRAPP01:52451     ESTABLISHED
  TCP    127.0.0.1:52453        MHPNCBRAPP01:52454     ESTABLISHED
  TCP    127.0.0.1:52454        MHPNCBRAPP01:52453     ESTABLISHED
  TCP    127.0.0.1:52455        MHPNCBRAPP01:52456     ESTABLISHED
  TCP    127.0.0.1:52456        MHPNCBRAPP01:52455     ESTABLISHED
  TCP    127.0.0.1:52457        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52467        MHPNCBRAPP01:52468     ESTABLISHED
  TCP    127.0.0.1:52468        MHPNCBRAPP01:52467     ESTABLISHED
  TCP    127.0.0.1:52469        MHPNCBRAPP01:52470     ESTABLISHED
  TCP    127.0.0.1:52470        MHPNCBRAPP01:52469     ESTABLISHED
  TCP    127.0.0.1:52471        MHPNCBRAPP01:52472     ESTABLISHED
  TCP    127.0.0.1:52472        MHPNCBRAPP01:52471     ESTABLISHED
  TCP    127.0.0.1:52473        MHPNCBRAPP01:52474     ESTABLISHED
  TCP    127.0.0.1:52474        MHPNCBRAPP01:52473     ESTABLISHED
  TCP    127.0.0.1:52475        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52476        MHPNCBRAPP01:52477     ESTABLISHED
  TCP    127.0.0.1:52477        MHPNCBRAPP01:52476     ESTABLISHED
  TCP    127.0.0.1:52478        MHPNCBRAPP01:52479     ESTABLISHED
  TCP    127.0.0.1:52479        MHPNCBRAPP01:52478     ESTABLISHED
  TCP    127.0.0.1:52480        MHPNCBRAPP01:52481     ESTABLISHED
  TCP    127.0.0.1:52481        MHPNCBRAPP01:52480     ESTABLISHED
  TCP    127.0.0.1:52482        MHPNCBRAPP01:52483     ESTABLISHED
  TCP    127.0.0.1:52483        MHPNCBRAPP01:52482     ESTABLISHED
  TCP    127.0.0.1:52484        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52485        MHPNCBRAPP01:52486     ESTABLISHED
  TCP    127.0.0.1:52486        MHPNCBRAPP01:52485     ESTABLISHED
  TCP    127.0.0.1:52487        MHPNCBRAPP01:52488     ESTABLISHED
  TCP    127.0.0.1:52488        MHPNCBRAPP01:52487     ESTABLISHED
  TCP    127.0.0.1:52489        MHPNCBRAPP01:52490     ESTABLISHED
  TCP    127.0.0.1:52490        MHPNCBRAPP01:52489     ESTABLISHED
  TCP    127.0.0.1:52491        MHPNCBRAPP01:52492     ESTABLISHED
  TCP    127.0.0.1:52492        MHPNCBRAPP01:52491     ESTABLISHED
  TCP    127.0.0.1:52493        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52494        MHPNCBRAPP01:52495     ESTABLISHED
  TCP    127.0.0.1:52495        MHPNCBRAPP01:52494     ESTABLISHED
  TCP    127.0.0.1:52496        MHPNCBRAPP01:52497     ESTABLISHED
  TCP    127.0.0.1:52497        MHPNCBRAPP01:52496     ESTABLISHED
  TCP    127.0.0.1:52498        MHPNCBRAPP01:52499     ESTABLISHED
  TCP    127.0.0.1:52499        MHPNCBRAPP01:52498     ESTABLISHED
  TCP    127.0.0.1:52500        MHPNCBRAPP01:52501     ESTABLISHED
  TCP    127.0.0.1:52501        MHPNCBRAPP01:52500     ESTABLISHED
  TCP    127.0.0.1:52502        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52503        MHPNCBRAPP01:52504     ESTABLISHED
  TCP    127.0.0.1:52504        MHPNCBRAPP01:52503     ESTABLISHED
  TCP    127.0.0.1:52505        MHPNCBRAPP01:52506     ESTABLISHED
  TCP    127.0.0.1:52506        MHPNCBRAPP01:52505     ESTABLISHED
  TCP    127.0.0.1:52507        MHPNCBRAPP01:52508     ESTABLISHED
  TCP    127.0.0.1:52508        MHPNCBRAPP01:52507     ESTABLISHED
  TCP    127.0.0.1:52509        MHPNCBRAPP01:52510     ESTABLISHED
  TCP    127.0.0.1:52510        MHPNCBRAPP01:52509     ESTABLISHED
  TCP    127.0.0.1:52511        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52512        MHPNCBRAPP01:52513     ESTABLISHED
  TCP    127.0.0.1:52513        MHPNCBRAPP01:52512     ESTABLISHED
  TCP    127.0.0.1:52514        MHPNCBRAPP01:52515     ESTABLISHED
  TCP    127.0.0.1:52515        MHPNCBRAPP01:52514     ESTABLISHED
  TCP    127.0.0.1:52516        MHPNCBRAPP01:52517     ESTABLISHED
  TCP    127.0.0.1:52517        MHPNCBRAPP01:52516     ESTABLISHED
  TCP    127.0.0.1:52518        MHPNCBRAPP01:52519     ESTABLISHED
  TCP    127.0.0.1:52519        MHPNCBRAPP01:52518     ESTABLISHED
  TCP    127.0.0.1:52520        MHPNCBRAPP01:52521     ESTABLISHED
  TCP    127.0.0.1:52521        MHPNCBRAPP01:52520     ESTABLISHED
  TCP    127.0.0.1:52522        MHPNCBRAPP01:52523     ESTABLISHED
  TCP    127.0.0.1:52523        MHPNCBRAPP01:52522     ESTABLISHED
  TCP    127.0.0.1:52524        MHPNCBRAPP01:52525     ESTABLISHED
  TCP    127.0.0.1:52525        MHPNCBRAPP01:52524     ESTABLISHED
  TCP    127.0.0.1:52526        MHPNCBRAPP01:52527     ESTABLISHED
  TCP    127.0.0.1:52527        MHPNCBRAPP01:52526     ESTABLISHED
  TCP    127.0.0.1:52529        MHPNCBRAPP01:10560     ESTABLISHED
  TCP    127.0.0.1:52530        MHPNCBRAPP01:52531     ESTABLISHED
  TCP    127.0.0.1:52531        MHPNCBRAPP01:52530     ESTABLISHED
  TCP    127.0.0.1:52532        MHPNCBRAPP01:52533     ESTABLISHED
  TCP    127.0.0.1:52533        MHPNCBRAPP01:52532     ESTABLISHED
  TCP    127.0.0.1:52534        MHPNCBRAPP01:52535     ESTABLISHED
  TCP    127.0.0.1:52535        MHPNCBRAPP01:52534     ESTABLISHED
  TCP    127.0.0.1:52536        MHPNCBRAPP01:52537     ESTABLISHED
  TCP    127.0.0.1:52537        MHPNCBRAPP01:52536     ESTABLISHED
  TCP    127.0.0.1:55143        MHPNCBRAPP01:9220      ESTABLISHED
  TCP    127.0.0.1:55520        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:55521        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:55522        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:55533        MHPNCBRAPP01:9001      ESTABLISHED
  TCP    127.0.0.1:60290        MHPNCBRAPP01:30972     TIME_WAIT
  TCP    127.0.0.1:60313        MHPNCBRAPP01:1947      CLOSE_WAIT
  TCP    127.0.0.1:60314        MHPNCBRAPP01:1947      CLOSE_WAIT
  TCP    [::]:80                MHPNCBRAPP01:0         LISTENING
  TCP    [::]:135               MHPNCBRAPP01:0         LISTENING
  TCP    [::]:443               MHPNCBRAPP01:0         LISTENING
  TCP    [::]:445               MHPNCBRAPP01:0         LISTENING
  TCP    [::]:1947              MHPNCBRAPP01:0         LISTENING
  TCP    [::]:3389              MHPNCBRAPP01:0         LISTENING
  TCP    [::]:5060              MHPNCBRAPP01:0         LISTENING
  TCP    [::]:5985              MHPNCBRAPP01:0         LISTENING
  TCP    [::]:9001              MHPNCBRAPP01:0         LISTENING
  TCP    [::]:18080             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:47001             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49664             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49665             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49669             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49671             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49672             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49701             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49704             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49726             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:49891             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:53317             MHPNCBRAPP01:0         LISTENING
  TCP    [::]:57367             MHPNCBRAPP01:0         LISTENING
  TCP    [::1]:60278            MHPNCBRAPP01:5985      TIME_WAIT
  TCP    [::1]:60281            MHPNCBRAPP01:5985      TIME_WAIT
  UDP    0.0.0.0:123            *:*
  UDP    0.0.0.0:500            *:*
  UDP    0.0.0.0:1947           *:*
  UDP    0.0.0.0:3389           *:*
  UDP    0.0.0.0:4500           *:*
  UDP    0.0.0.0:5060           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5353           *:*
  UDP    0.0.0.0:5355           *:*
  UDP    0.0.0.0:9990           *:*
  UDP    0.0.0.0:9992           *:*
  UDP    0.0.0.0:39274          *:*
  UDP    0.0.0.0:52311          *:*
  UDP    0.0.0.0:53215          *:*
  UDP    0.0.0.0:55601          *:*
  UDP    0.0.0.0:61243          *:*
  UDP    0.0.0.0:61657          *:*
  UDP    0.0.0.0:61658          *:*
  UDP    0.0.0.0:63974          *:*
  UDP    10.10.10.150:137       *:*
  UDP    10.10.10.150:138       *:*
  UDP    10.10.10.150:5353      *:*
  UDP    10.10.10.150:46050     *:*
  UDP    10.10.10.152:137       *:*
  UDP    10.10.10.152:138       *:*
  UDP    10.10.10.152:5353      *:*
  UDP    10.10.10.152:46050     *:*
  UDP    10.170.3.136:137       *:*
  UDP    10.170.3.136:138       *:*
  UDP    10.170.3.136:5061      *:*
  UDP    10.170.3.136:5353      *:*
  UDP    127.0.0.1:50171        *:*
  UDP    127.0.0.1:52038        *:*
  UDP    127.0.0.1:54558        *:*
  UDP    127.0.0.1:56238        *:*
  UDP    127.0.0.1:58168        *:*
  UDP    127.0.0.1:59292        *:*
  UDP    127.0.0.1:61033        *:*
  UDP    127.0.0.1:63080        *:*
  UDP    127.0.0.1:64087        *:*
  UDP    [::]:123               *:*
  UDP    [::]:500               *:*
  UDP    [::]:1947              *:*
  UDP    [::]:3389              *:*
  UDP    [::]:4500              *:*
  UDP    [::]:5060              *:*
  UDP    [::]:5353              *:*
  UDP    [::]:5353              *:*
  UDP    [::]:5353              *:*
  UDP    [::]:5353              *:*
  UDP    [::]:5355              *:*
  UDP    [::]:9990              *:*
  UDP    [::]:9992              *:*
  UDP    [::]:52311             *:*
  UDP    [::]:63975             *:*
  UDP    [::1]:5353             *:*

C:\Users\ncadmin>
